" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Smith                     Josh Smith","SF","32","$5,331,729","5.38%","$5,331,729","$5,331,729","$5,331,729","'-"
"2","Gbinije                     Michael Gbinije","SG","25","$500,000","0.50%","$500,000","$500,000","$500,000","'-"
"3","Udrih                     Beno Udrih","PG","35","$25,000","0.03%","$25,000","$25,000","$25,000","'-"

