" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Coward                     Cedric Coward","SG","26","$25,028,229","13.02%","","","","","Restricted Bird"
"2","Spencer                     Cam Spencer","SG","29","$5,378,302","2.80%","","","","","Bird"
"Incomplete Roster Charge","","","","                                                   $17,398,480"," "," "," "," "," "," "

