" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Jokic                     Nikola Jokic","C","25","$29,542,010","27.07%","$29,542,010","$29,542,010","$29,542,010","$28,542,009","2028"
"2","Murray                     Jamal Murray","PG","23","$27,285,000","25.00%","$27,285,000","$27,285,000","$27,285,000","$27,285,000","2029"
"3","Gordon                     Aaron Gordon","PF","25","$18,136,364","16.62%","$19,136,364","$18,136,364","$6,583,749","$18,136,364","2029"
"4","Barton                     Will Barton","SG","30","$13,723,214","12.57%","$13,723,214","$13,723,214","$13,723,214","$13,723,214","2022"
"5","Millsap                     Paul Millsap","PF","35","$10,000,000","9.16%","$11,000,000","$10,000,000","$10,000,000","$10,000,000","2021"
"6","Green                     JaMychal Green","PF","30","$7,199,760","6.60%","$7,199,760","$7,199,760","$7,199,760","$7,199,760","2022"
"7","McGee                     JaVale McGee","C","33","$4,200,000","3.85%","$4,200,000","$4,200,000","$1,524,658","$4,200,000","2021"
"8","Porter Jr.                     Michael Porter Jr.","SF","22","$3,550,800","3.25%","$3,550,800","$3,550,800","$3,550,800","$3,550,800","2027"
"9","Campazzo                     Facundo Campazzo","PG","29","$3,200,000","2.93%","$3,200,000","$3,200,000","$3,200,000","$3,100,000","2022"
"10","Nnaji                     Zeke Nnaji","PF","20","$2,379,840","2.18%","$2,379,840","$2,379,840","$2,379,840","$2,379,840",""
"11","Bol                     Bol Bol","PF","21","$2,058,240","1.89%","$2,058,240","$2,058,240","$2,058,240","$2,048,780","2022"
"12","Dozier                     P.J. Dozier","PG","24","$1,762,796","1.62%","$1,762,796","$1,762,796","$1,762,796","$1,762,796","2022"
"13","Morris                     Monte Morris","PG","25","$1,723,707","1.58%","$1,723,707","$1,723,707","$1,723,707","$1,723,707","2021"
"14","Cancar                     Vlatko Cancar","SF","23","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2022"
"15","Rivers                     Austin Rivers","SG","28","$188,696","0.17%","$188,696","$188,696","$270,142","$270,142","2021"
"16","Harrison                     Shaquille Harrison","PG","27","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Howard                     Markus Howard","PG","21","Two-Way","'-","'-","'-","'-","'-","2021"

