"Player (7 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Tatum                   Jayson Tatum","PF","29","DVET-EXT","$62,786,682","36.02%","$62,786,682","'-","'-","'-","$62,786,682"
"Brown                   Jaylen Brown","SF","31","DVET-EXT","$61,015,192","35.01%","$61,015,192","'-","'-","'-","$61,015,192"
"White                   Derrick White","PG","33","VET-EXT","$32,596,000","18.70%","$30,566,000","$2,030,000","'-","'-","$30,566,000"
"Hauser                   Sam Hauser","SF","30","VET-EXT","$11,651,785","6.68%","$11,651,785","'-","'-","'-","$11,651,785"
"Pritchard                   Payton Pritchard","PG","30","RK-EXT","$8,303,571","4.76%","$8,303,571","'-","'-","'-","$8,303,571"
"Scheierman                   Baylor Scheierman","SG","27","RK-1ST","$4,952,993","2.84%","$4,952,993","'-","'-","'-","'-"
"Gonzalez                   Hugo Gonzalez","SF","21","RK-1ST","$3,062,640","1.76%","$3,062,640","'-","'-","'-","'-"

