" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Griffin                     Blake Griffin","C","34","$2,019,706","1.48%","","","","","Non-Bird"
"2","Kabengele                     Mfiondu Kabengele","PF","26","$1,801,769","1.32%","","","","","Two-Way"

