" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Lee                     Saben Lee","PG","25","$2,237,692","1.59%","","","","","Two-Way"
"2","Ross                     Terrence Ross","SF","33","$2,093,637","1.49%","","","","","Non-Bird"
"3","Young                     Thaddeus Young","PF","36","$2,087,519","1.48%","","","","","Non-Bird"
"4","Thomas                     Isaiah Thomas","PG","35","$2,087,519","1.48%","","","","","Non-Bird"
"5","Azubuike                     Udoka Azubuike","C","25","$1,862,265","1.32%","","","","","Two-Way"
"6","Wainright                     Ishmail Wainright","SF","30","$1,862,265","1.32%","","","","","Two-Way"
"7","Lundberg                     Gabriel Lundberg","G","30","$1,862,265","1.32%","","","","","Two-Way"
"","Round 2, Pick #57","","","                                                   -"," "," "," "," "," "," "

