" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Drummond                     Andre Drummond","C","23","$22,116,750","23.49%","$22,116,750","$22,116,750","$22,116,750","$22,116,750","2021"
"2","Harris                     Tobias Harris","PF","24","$17,200,000","18.27%","$17,200,000","$17,200,000","$17,200,000","$17,200,000","2026"
"3","Jackson                     Reggie Jackson","PG","26","$14,956,522","15.89%","$14,956,522","$14,956,522","$14,956,522","$14,956,522","2020"
"4","Leuer                     Jon Leuer","PF","27","$10,991,957","11.68%","$10,991,957","$10,991,957","$10,991,957","$10,991,957","2020"
"5","Marjanovic                     Boban Marjanovic","C","28","$7,000,000","7.44%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2019"
"6","Baynes                     Aron Baynes","C","30","$6,500,000","6.90%","$6,500,000","$6,500,000","$6,500,000","$6,500,000","2018"
"7","Smith                     Ishmael Smith","PG","28","$6,000,000","6.37%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2019"
"8","Morris Sr.                     Marcus Morris Sr.","PF","27","$4,625,000","4.91%","$4,625,000","$4,625,000","$4,625,000","$4,625,000","2019"
"9","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","23","$3,678,319","3.91%","$3,678,319","$3,678,319","$3,678,319","'-","2027"
"10","Johnson                     Stanley Johnson","SF","20","$2,969,880","3.15%","$2,969,880","$2,969,880","$2,969,880","$2,969,880","2019"
"11","Bullock                     Reggie Bullock","SF","25","$2,255,644","2.40%","$2,255,644","$2,255,644","$2,255,644","'-","2017"
"12","Ellenson                     Henry Ellenson","PF","20","$1,704,120","1.81%","$1,704,120","$1,704,120","$1,704,120","$1,704,120","2020"
"13","Udrih                     Beno Udrih","PG","34","$980,431","1.04%","$980,431","$980,431","$1,551,659","'-","2017"
"14","Hilliard II                     Darrun Hilliard II","SG","23","$874,636","0.93%","$874,636","$874,636","$874,636","'-","2018"
"15","Gbinije                     Michael Gbinije","SG","24","$650,000","0.69%","$650,000","$650,000","$650,000","$650,000","2019"

