" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Dieng                     Gorgui Dieng","C","30","$16,229,213","14.87%","$16,229,213","$16,229,213","$4,389,681","$16,229,213","2021"
"2","Valanciunas                     Jonas Valanciunas","C","27","$16,000,000","14.66%","$16,000,000","$16,000,000","$15,000,000","$16,000,000","2027"
"3","Winslow                     Justise Winslow","SF","23","$13,000,000","11.91%","$13,000,000","$13,000,000","$4,328,743","$13,000,000","2022"
"4","Jones                     Tyus Jones","PG","23","$9,258,000","8.48%","$9,258,000","$9,258,000","$8,679,375","$8,400,000","2026"
"5","Anderson                     Kyle Anderson","SF","26","$9,073,050","8.31%","$9,073,050","$9,073,050","$8,505,984","$9,073,050","2027"
"6","Morant                     Ja Morant","PG","20","$8,730,240","8.00%","$8,730,240","$8,730,240","$8,730,240","$8,730,240","2028"
"7","Jackson                     Josh Jackson","SF","22","$7,059,480","6.47%","$7,059,480","$7,059,480","$6,618,263","$7,059,480","2020"
"8","Jackson Jr.                     Jaren Jackson Jr.","PF","20","$6,927,480","6.35%","$6,927,480","$6,903,592","$6,494,513","$6,927,480","2030"
"9","Guduric                     Marko Guduric","SG","24","$2,625,000","2.41%","$2,625,000","$2,615,948","$2,460,938","$2,625,000","2021"
"10","Clarke                     Brandon Clarke","PF","23","$2,478,840","2.27%","$2,478,840","$2,478,840","$2,478,840","$2,478,840","2027"
"11","Allen                     Grayson Allen","SG","24","$2,429,400","2.23%","$2,429,400","$2,429,400","$2,277,563","$2,429,400","2028"
"12","Brooks                     Dillon Brooks","SF","24","$1,618,520","1.48%","$1,618,520","$1,618,520","$1,517,363","$1,618,520","2027"
"13","Melton                     De'Anthony Melton","PG","21","$1,416,852","1.30%","$1,416,852","$1,588,231","$1,328,299","$1,416,852","2027"
"14","Porter                     Jontay Porter","PF","20","$197,933","0.18%","$197,933","$357,074","$197,933","'-","2021"
"15","Tolliver                     Anthony Tolliver","PF","34","$183,115","0.17%","$183,115","$183,115","$289,803","$289,803","2020"
"16","Watanabe                     Yuta Watanabe","F","25","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Konchar                     John Konchar","G","23","Two-Way","'-","'-","'-","'-","'-","2027"

