" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Wade                     Dwyane Wade","SG","35","$23,200,000","24.64%","$23,200,000","$23,200,000","$23,200,000","$23,200,000","2018"
"2","Butler                     Jimmy Butler","SG","27","$18,156,361","19.29%","$18,156,361","$18,156,361","$17,006,361","$18,156,361","2027"
"3","Rondo                     Rajon Rondo","PG","30","$14,000,000","14.87%","$14,000,000","$14,000,000","$14,000,000","$14,000,000","2018"
"4","Lopez                     Robin Lopez","C","28","$13,219,250","14.04%","$13,219,250","$13,219,250","$13,219,250","$13,219,250","2019"
"5","Mirotic                     Nikola Mirotic","PF","25","$5,782,450","6.14%","$5,782,450","$5,782,450","$5,782,450","'-","2017"
"6","Morrow                     Anthony Morrow","SG","31","$3,488,000","3.71%","$3,488,000","$3,488,000","$1,005,365","'-","2017"
"7","Carter-Williams                     Michael Carter-Williams","PG","25","$3,183,526","3.38%","$3,183,526","$3,183,526","$3,183,526","'-","2017"
"8","Payne                     Cameron Payne","PG","22","$2,112,480","2.24%","$2,112,480","$2,112,480","$608,891","$2,112,480","2019"
"9","Valentine                     Denzel Valentine","SG","23","$2,092,200","2.22%","$2,092,200","$2,092,200","$2,092,200","$2,092,200","2020"
"10","Lauvergne                     Joffrey Lauvergne","PF","25","$1,709,719","1.82%","$1,709,719","$1,709,719","$492,801","'-","2017"
"11","Grant                     Jerian Grant","PG","24","$1,643,040","1.75%","$1,643,040","$1,643,040","$1,643,040","$1,643,040","2019"
"12","Portis                     Bobby Portis","PF","21","$1,453,680","1.54%","$1,453,680","$1,453,680","$1,453,680","'-","2028"
"13","Canaan                     Isaiah Canaan","PG","25","$1,015,696","1.08%","$1,015,696","$1,015,696","$1,015,696","$1,015,696","2018"
"14","Felicio                     Cristiano Felicio","PF","24","$874,636","0.93%","$874,636","$980,431","$874,636","$874,636","2017"
"15","Zipser                     Paul Zipser","SF","22","$750,000","0.80%","$750,000","$750,000","$750,000","$750,000","2020"

