" ","Player (21)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Granger                     Danny Granger","SF","30","$14,021,788","23.90%","$14,021,788","$14,021,788","$14,021,788","'-"
"2","Clark                     Earl Clark","SF","26","$4,250,000","7.24%","$4,250,000","$4,250,000","$4,250,000","'-"
"3","Brown                     Kwame Brown","C","31","$2,945,901","5.02%","$2,945,901","$2,945,901","$2,945,901","'-"
"4","Maynor                     Eric Maynor","PG","26","$2,016,000","3.44%","$2,016,000","$2,016,000","$2,016,000","'-"
"5","White                     Royce White","PF","22","$1,719,480","2.93%","$1,719,480","$1,719,480","$1,719,480","'-"
"6","Brown                     Lorenzo Brown","PG","23","$426,745","0.73%","$426,745","$426,745","'-","'-"
"7","Orton                     Daniel Orton","C","23","$393,384","0.67%","$393,384","$393,384","$393,384","'-"
"8","Morris                     Darius Morris","PG","23","$200,000","0.34%","$200,000","$200,000","$200,000","'-"
"9","Lawal                     Gani Lawal","SF","25","$100,000","0.17%","$100,000","$100,000","'-","'-"
"10","Blue                     Vander Blue","SG","21","$55,000","0.09%","$55,000","$55,000","'-","'-"
"11","Varnado                     Jarvis Varnado","PF","25","$46,404","0.08%","$46,404","$46,404","$46,404","'-"
"12","Johnson-Odom                     Darius Johnson-Odom","SG","24","$46,404","0.08%","$46,404","$46,404","'-","'-"
"13","Williams                     Rodney Williams","PF","22","$35,000","0.06%","$35,000","$35,000","'-","'-"
"14","Wyatt                     Khalif Wyatt","SG","22","$35,000","0.06%","$35,000","$35,000","'-","'-"
"15","Dedmon                     Dewayne Dedmon","C","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"16","Dedmon                     Dewayne Dedmon","C","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"17","Nunnally                     James Nunnally","SF","23","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"18","Nunnally                     James Nunnally","SF","23","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"19","Thomas                     Adonis Thomas","SF","20","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"20","Ware                     Casper Ware","PG","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"21","Ware                     Casper Ware","PG","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"

