" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Millsap                     Paul Millsap","PF","34","$30,350,000","27.81%","$30,350,000","$30,350,000","$29,003,125","$30,000,000","2020"
"2","Jokic                     Nikola Jokic","C","24","$27,504,630","25.20%","$27,504,630","$27,504,630","$26,716,627","$26,573,594","2028"
"3","Harris                     Gary Harris","SG","25","$18,289,286","16.76%","$20,305,953","$18,289,286","$17,174,331","$17,839,286","2027"
"4","Plumlee                     Mason Plumlee","C","29","$14,041,096","12.87%","$14,041,096","$14,041,096","$13,163,528","$14,041,096","2026"
"5","Barton                     Will Barton","SG","29","$12,776,786","11.71%","$12,776,786","$12,776,786","$11,978,237","$12,776,786","2022"
"6","Grant                     Jerami Grant","SF","25","$9,346,153","8.56%","$9,346,153","$9,346,153","$8,762,018","$9,346,153","2028"
"7","Murray                     Jamal Murray","PG","22","$4,444,746","4.07%","$4,444,746","$4,444,746","$4,166,949","$4,444,746","2029"
"8","Porter Jr.                     Michael Porter Jr.","SF","21","$3,389,400","3.11%","$3,389,400","$3,389,400","$3,177,563","$3,389,400","2027"
"9","Vonleh                     Noah Vonleh","PF","24","$2,000,000","1.83%","$2,000,000","$2,000,000","$677,260","$2,000,000","2020"
"10","Craig                     Torrey Craig","SF","29","$2,000,000","1.83%","$2,000,000","$2,000,000","$1,875,000","$2,000,000","2020"
"11","Morris                     Monte Morris","PG","24","$1,588,231","1.46%","$1,588,231","$1,618,486","$1,488,967","$1,588,231","2021"
"12","Bates-Diop                     Keita Bates-Diop","SF","24","$1,416,852","1.30%","$1,416,852","$1,416,852","$568,342","$1,416,852","2021"
"13","Cancar                     Vlatko Cancar","SF","22","$898,310","0.82%","$898,310","$898,310","$842,166","$898,310","2022"
"14","Daniels                     Troy Daniels","SG","28","$384,541","0.35%","$384,541","$384,541","$481,361","$384,541","2020"
"15","Dozier                     P.J. Dozier","PG","23","$183,115","0.17%","$183,115","$183,115","$183,115","$183,115","2022"
"16","Dozier                     P.J. Dozier","PG","23","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Bol                     Bol Bol","PF","20","Two-Way","'-","'-","'-","'-","'-","2021"
"18","Cook                     Tyler Cook","C","22","Two-Way","'-","'-","'-","'-","'-",""

