" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Melli                     Nicolo Melli","PF","33","$5,066,667","3.72%","","","","","Early Bird"
"2","Pinson                     Theo Pinson","SG","28","$2,019,706","1.48%","","","","","Early Bird"
"3","Wright IV                     McKinley Wright IV","PG","25","$1,801,769","1.32%","","","","","Two-Way"
"4","Wright                     Moses Wright","F","25","$1,801,769","1.32%","","","","","Two-Way"

