"Player (2)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Barnes                   Scottie Barnes","PF","29","DRK-EXT","$76,550,265","37.94%","'-","","","Bird",""
"Poeltl                   Jakob Poeltl","C","35","VET-EXT","$40,950,000","20.30%","'-","","","Bird",""

