" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Millsap                     Paul Millsap","PF","32","$30,769,231","31.05%","$30,769,231","$30,769,231","$30,769,231","$30,769,231","2020"
"2","Plumlee                     Mason Plumlee","C","27","$14,041,096","14.17%","$14,041,096","$14,041,096","$14,041,096","$14,041,096","2026"
"3","Faried                     Kenneth Faried","PF","28","$12,921,348","13.04%","$12,921,348","$12,921,348","$12,921,348","$12,921,348","2019"
"4","Chandler                     Wilson Chandler","SF","30","$12,016,854","12.13%","$12,016,854","$12,016,854","$12,016,854","$12,016,854","2019"
"5","Arthur                     Darrell Arthur","PF","29","$7,464,912","7.53%","$7,464,912","$7,464,912","$7,464,912","$7,464,912","2019"
"6","Harris                     Devin Harris","PG","34","$4,402,546","4.44%","$4,402,546","$4,402,546","$1,567,008","$4,402,546","2018"
"7","Barton                     Will Barton","SG","27","$3,533,333","3.57%","$3,533,333","$3,533,333","$3,533,333","$3,533,333","2018"
"8","Murray                     Jamal Murray","PG","20","$3,355,320","3.39%","$3,355,320","$3,355,320","$3,355,320","$3,355,320","2029"
"9","Harris                     Gary Harris","SG","23","$2,550,055","2.57%","$2,550,055","$2,550,055","$2,550,055","$2,550,055","2027"
"10","Lyles                     Trey Lyles","PF","22","$2,441,400","2.46%","$2,441,400","$2,441,400","$2,441,400","$2,441,400","2019"
"11","Hernangomez                     Juancho Hernangomez","PF","22","$2,076,840","2.10%","$2,076,840","$2,076,840","$2,076,840","$2,076,840","2020"
"12","Beasley                     Malik Beasley","SG","21","$1,700,640","1.72%","$1,700,640","$1,700,640","$1,700,640","$1,700,640","2020"
"13","Lydon                     Tyler Lydon","PF","21","$1,579,440","1.59%","$1,579,440","$1,579,440","$1,579,440","$1,579,440","2021"
"14","Jokic                     Nikola Jokic","C","22","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2028"
"15","Jefferson                     Richard Jefferson","SF","37","$1,454,756","1.47%","$1,454,756","$1,454,756","$2,302,340","$2,302,340","2018"
"16","Morris                     Monte Morris","PG","22","'-","'-","'-","'-","$75,000","$50,000",""
"17","Craig                     Torrey Craig","SF","27","Two-Way","'-","'-","'-","$50,000","'-",""

