" ","Player (12)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Anthony                     Carmelo Anthony","SF","31","$22,875,000","32.68%","$22,875,000","$22,875,000","$22,875,000","$22,875,000","2019"
"2","Afflalo                     Arron Afflalo","SG","30","$8,000,000","11.43%","$8,000,000","$8,000,000","$8,000,000","'-","2017"
"3","Calderon                     Jose Calderon","PG","34","$7,402,812","10.58%","$7,402,812","$7,402,812","$7,402,812","'-","2017"
"4","Williams                     Derrick Williams","PF","24","$4,400,000","6.29%","$4,400,000","$4,400,000","$4,400,000","$4,400,000","2017"
"5","Porzingis                     Kristaps Porzingis","PF","20","$4,131,720","5.90%","$4,131,720","$4,131,720","$4,131,720","$4,131,720","2026"
"6","O'Quinn                     Kyle O'Quinn","C","25","$3,750,000","5.36%","$3,750,000","$3,750,000","$3,750,000","$3,750,000","2019"
"7","Seraphin                     Kevin Seraphin","PF","26","$2,814,000","4.02%","$2,814,000","$2,814,000","$2,814,000","$2,814,000","2016"
"8","Thomas                     Lance Thomas","SF","27","$1,636,842","2.34%","$1,636,842","$1,636,842","$1,636,842","$1,636,842","2016"
"9","Amundson                     Louis Amundson","PF","33","$1,635,476","2.34%","$1,635,476","$1,635,476","$1,635,476","'-","2016"
"10","Vujacic                     Sasha Vujacic","SG","31","$947,276","1.35%","$947,276","$947,276","$1,356,146","'-","2016"
"11","Early                     Cleanthony Early","SF","24","$845,059","1.21%","$845,059","$845,059","$845,059","'-","2016"
"12","Galloway                     Langston Galloway","PG","24","$845,059","1.21%","$845,059","$845,059","$845,059","'-","2016"

