" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Morant                     Ja Morant","PG","24","$34,005,250","25.00%","$34,005,250","$30,463,037","$34,005,250","$34,005,250","2028"
"2","Jackson Jr.                     Jaren Jackson Jr.","PF","24","$27,102,202","19.93%","$27,102,202","$27,102,202","$27,102,202","$27,102,202","2030"
"3","Smart                     Marcus Smart","PG","29","$18,833,713","13.85%","$18,833,713","$18,833,713","$18,583,713","$18,583,713","2027"
"4","Kennard                     Luke Kennard","SG","27","$14,763,636","10.85%","$16,778,182","$14,763,636","$14,763,636","$14,763,636","2026"
"5","Clarke                     Brandon Clarke","PF","27","$12,500,000","9.19%","$13,000,000","$12,500,000","$12,500,000","$12,500,000","2027"
"6","Williams                     Ziaire Williams","SF","22","$4,810,200","3.54%","$4,810,200","$4,810,200","$4,810,200","$4,810,200","2027"
"7","Bane                     Desmond Bane","SG","25","$3,845,083","2.83%","$3,845,083","$3,845,083","$3,845,083","'-","2029"
"8","LaRavia                     Jake LaRavia","PF","22","$3,199,920","2.35%","$3,199,920","$3,199,920","$3,199,920","$3,199,920","2027"
"9","Rose                     Derrick Rose","PG","35","$3,196,448","2.35%","$3,196,448","$3,196,448","$3,196,448","$3,196,448","2025"
"10","Konchar                     John Konchar","SG","27","$2,400,000","1.76%","$2,400,000","$2,400,000","$2,400,000","$2,400,000","2027"
"11","Watanabe                     Yuta Watanabe","SF","29","$2,346,614","1.73%","$2,346,614","$2,346,614","$890,095","$2,346,614","2024"
"12","Williams Jr.                     Vincent Williams Jr.","SF","23","$2,232,308","1.64%","$2,232,308","$2,232,308","$2,232,308","$2,232,308","2027"
"13","Aldama                     Santi Aldama","C","23","$2,194,200","1.61%","$2,194,200","$2,194,200","$2,194,200","$2,194,200","2028"
"14","Stevens                     Lamar Stevens","SF","26","$2,019,706","1.48%","$2,019,706","$2,019,706","$805,677","$2,092,354","2024"
"15","Jackson                     G.G. Jackson","PF","19","$1,991,428","1.46%","$1,991,428","$1,991,428","$1,991,428","$1,991,428","2027"
"16","Goodwin                     Jordan Goodwin","PG","25","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Pippen Jr.                     Scotty Pippen Jr.","PG","23","Two-Way","'-","'-","'-","'-","'-","2028"
"18","Jemison                     Trey Jemison","PF","24","Two-Way","'-","'-","'-","'-","'-","2026"

