" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Redick                     J.J. Redick","SG","37","$16,917,810","15.05%","","","","",""
"2","Melli                     Nicolo Melli","PF","31","$5,066,667","4.51%","","","","","Early Bird"

