" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Robinson                     Orlando Robinson","C","24","$959,779","0.68%","$959,779","$959,779","$959,779","'-"
"2","Labissiere                     Skal Labissiere","PF","28","$119,972","0.09%","$119,972","$119,972","$128,603","$128,603"
"3","Taylor                     Terry Taylor","SF","25","$119,972","0.09%","$119,972","$119,972","$124,288","$124,288"
"4","Nix                     Daishen Nix","PG","22","$119,972","0.09%","$119,972","$119,972","$124,288","$124,288"

