" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","DeRozan                     DeMar DeRozan","SG","24","$9,500,000","16.19%","$9,500,000","$9,500,000","$9,500,000","$9,500,000","2027"
"2","Salmons                     John Salmons","SF","34","$7,583,000","12.92%","$7,583,000","$7,583,000","$7,583,000","'-","2015"
"3","Johnson                     Amir Johnson","PF","26","$6,500,000","11.08%","$6,500,000","$6,500,000","$6,500,000","$6,500,000","2015"
"4","Fields                     Landry Fields","SF","25","$6,250,000","10.65%","$6,250,000","$6,250,000","$6,250,000","'-","2015"
"5","Lowry                     Kyle Lowry","PG","27","$6,210,000","10.58%","$6,210,000","$6,210,000","$6,210,000","$6,210,000","2014"
"6","Hayes                     Chuck Hayes","PF","30","$5,722,500","9.75%","$5,722,500","$5,722,500","$5,722,500","'-","2015"
"7","Novak                     Steve Novak","SF","30","$3,750,000","6.39%","$3,750,000","$3,750,000","$3,750,000","'-","2016"
"8","Valanciunas                     Jonas Valanciunas","C","21","$3,526,440","6.01%","$3,526,440","$3,526,440","$3,526,440","$3,526,440","2027"
"9","Hansbrough                     Tyler Hansbrough","PF","28","$3,183,000","5.42%","$3,183,000","$3,183,000","$3,183,000","'-","2015"
"10","Patterson                     Patrick Patterson","PF","24","$3,105,301","5.29%","$3,105,301","$3,105,301","$3,105,301","$3,105,301","2014"
"11","Ross                     Terrence Ross","SG","22","$2,678,640","4.56%","$2,678,640","$2,678,640","$2,678,640","$2,678,640",""
"12","Vasquez                     Greivis Vasquez","PG","27","$2,150,188","3.66%","$2,150,188","$2,150,188","$2,150,188","'-","2014"
"13","De Colo                     Nando De Colo","PG","26","$1,463,000","2.49%","$1,463,000","$1,463,000","$1,463,000","'-","2014"
"14","Stone                     Julyan Stone","PG","25","$884,293","1.51%","$884,293","$884,293","$884,293","'-","2014"
"15","Buycks                     Dwight Buycks","PG","24","$700,000","1.19%","$700,000","$700,000","$700,000","'-","2015"
"16","Kleiza                     Linas Kleiza","SF","29","'-","'-","'-","'-","$4,600,000","'-",""

