" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Barnes                     Harrison Barnes","SF","25","$23,112,004","23.32%","$23,112,004","$23,112,004","$23,112,004","$23,112,004","2026"
"2","Matthews                     Wesley Matthews","SG","31","$17,884,175","18.05%","$17,884,175","$17,884,175","$17,884,175","$17,884,175","2019"
"3","Powell                     Dwight Powell","PF","26","$9,003,125","9.09%","$9,003,125","$9,003,125","$9,003,125","$9,003,125","2026"
"4","Nowitzki                     Dirk Nowitzki","PF","39","$5,000,000","5.05%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2018"
"5","Noel                     Nerlens Noel","C","23","$4,187,598","4.23%","$4,187,598","$4,187,598","$4,187,598","$4,187,598","2018"
"6","Barea                     Jose Barea","PG","33","$3,903,900","3.94%","$3,903,900","$3,903,900","$3,903,900","$3,903,900","2019"
"7","McDermott                     Doug McDermott","SF","26","$3,294,994","3.33%","$3,294,994","$3,294,994","$1,172,794","$3,294,994","2018"
"8","Smith Jr.                     Dennis Smith Jr.","PG","20","$3,218,280","3.25%","$3,218,280","$3,218,280","$3,218,280","$3,218,280","2021"
"9","Curry                     Seth Curry","SG","27","$3,028,410","3.06%","$3,028,410","$3,028,410","$3,028,410","$3,028,410","2026"
"10","Mejri                     Salah Mejri","C","31","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2018"
"11","Ferrell                     Yogi Ferrell","PG","24","$1,312,611","1.32%","$1,312,611","$1,471,382","$1,312,611","$1,312,611","2018"
"12","Finney-Smith                     Dorian Finney-Smith","SF","24","$1,312,611","1.32%","$1,312,611","$1,471,382","$1,312,611","$1,312,611","2029"
"13","Kleber                     Maxi Kleber","PF","26","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2026"
"14","Collinsworth                     Kyle Collinsworth","PG","26","$290,304","0.29%","$290,304","$290,304","$290,304","$290,304","2020"
"15","Harrison                     Aaron Harrison","SG","23","$91,442","0.09%","$91,442","$91,442","$91,442","$91,442","2018"
"16","Jones                     Jalen Jones","SG","24","Two-Way","'-","'-","'-","$27,648","'-",""
"17","Motley                     Johnathan Motley","PF","22","Two-Way","'-","'-","'-","$75,000","$50,000","2019"
"18","Clavell                     Gian Clavell","SG","24","Two-Way","'-","'-","'-","'-","'-",""

