" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Tucker                     P.J. Tucker","PF","40","$2,296,274","1.48%","","","","","Non-Bird"
"","Round 2, Pick #55","","","                                                   -"," "," "," "," "," "," "

