" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Payton                     Elfrid Payton","PG","28","$1,836,090","1.48%","","","","",""
"2","Lundberg                     Gabriel Lundberg","G","28","$1,637,966","1.32%","","","","","Two-Way"

