" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Thompson                     Klay Thompson","SG","25","$15,501,000","22.14%","$15,501,000","$15,501,000","$15,501,000","$15,501,000","2027"
"2","Green                     Draymond Green","PF","25","$14,260,870","20.37%","$14,260,870","$14,260,870","$14,260,870","$14,260,870","2027"
"3","Bogut                     Andrew Bogut","C","31","$13,800,000","19.71%","$13,800,000","$13,800,000","$13,800,000","'-","2017"
"4","Iguodala                     Andre Iguodala","SF","32","$11,710,456","16.73%","$11,710,456","$11,710,456","$11,710,456","'-","2017"
"5","Curry                     Stephen Curry","PG","27","$11,370,786","16.24%","$11,370,786","$11,370,786","$11,370,786","'-","2027"
"6","Livingston                     Shaun Livingston","PG","30","$5,543,725","7.92%","$5,543,725","$5,543,725","$5,543,725","'-","2017"
"7","Barnes                     Harrison Barnes","SF","23","$3,873,398","5.53%","$3,873,398","$3,873,398","$3,873,398","$3,873,398","2026"
"8","Speights                     Marreese Speights","PF","28","$3,815,000","5.45%","$3,815,000","$3,815,000","$3,815,000","'-","2016"
"9","Barbosa                     Leandro Barbosa","SG","33","$2,500,000","3.57%","$2,500,000","$2,500,000","$2,500,000","'-","2016"
"10","Ezeli                     Festus Ezeli","C","26","$2,008,748","2.87%","$2,008,748","$2,008,748","$2,008,748","'-","2016"
"11","Rush                     Brandon Rush","SG","30","$1,270,964","1.82%","$1,270,964","$1,270,964","$1,270,964","'-","2016"
"12","Looney                     Kevon Looney","SF","19","$1,131,960","1.62%","$1,131,960","$1,131,960","$1,131,960","'-","2019"
"13","Clark                     Ian Clark","SG","24","$947,276","1.35%","$947,276","$947,276","$947,276","'-","2016"
"14","McAdoo                     James McAdoo","SF","23","$845,059","1.21%","$845,059","$947,276","$845,059","'-","2016"
"15","Varejao                     Anderson Varejao","PF","33","$289,755","0.41%","$289,755","$289,755","$458,575","'-","2016"

