" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Conley                     Mike Conley","PG","32","$32,511,623","29.79%","$32,511,623","$32,511,623","$30,479,647","$32,511,623","2026"
"2","Gobert                     Rudy Gobert","C","27","$25,008,427","22.91%","$26,258,427","$25,008,427","$24,195,400","$24,258,427","2028"
"3","Bogdanovic                     Bojan Bogdanovic","SF","30","$17,000,000","15.58%","$17,000,000","$17,000,000","$15,937,500","$17,000,000",""
"4","Clarkson                     Jordan Clarkson","SG","27","$13,437,500","12.31%","$13,437,500","$13,437,500","$7,050,891","$13,437,500","2026"
"5","Ingles                     Joe Ingles","SF","32","$11,954,546","10.95%","$11,954,546","$11,954,546","$11,207,387","$11,954,546","2026"
"6","Davis                     Ed Davis","PF","30","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,469,063","$4,767,000","2021"
"7","Mitchell                     Donovan Mitchell","SG","23","$3,635,760","3.33%","$3,635,760","$3,635,760","$3,408,525","$3,635,760","2028"
"8","Bradley                     Tony Bradley","C","22","$1,962,360","1.80%","$1,962,360","$1,962,360","$1,839,713","$1,962,360","2021"
"9","Niang                     Georges Niang","PF","26","$1,678,854","1.54%","$1,678,854","$1,678,854","$1,573,926","$1,678,854","2026"
"10","Mudiay                     Emmanuel Mudiay","PG","23","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,628,573","$1,737,145","2020"
"11","O'Neale                     Royce O'Neale","SF","26","$1,618,520","1.48%","$1,618,520","$1,620,564","$1,517,363","$1,618,520","2028"
"12","Williams-Goss                     Nigel Williams-Goss","PG","25","$1,500,000","1.37%","$1,500,000","$1,500,000","$1,406,250","$1,500,000","2022"
"13","Oni                     Miye Oni","SG","22","$898,310","0.82%","$898,310","$898,310","$842,166","$898,310","2022"
"14","Morgan                     Juwan Morgan","PF","22","$746,054","0.68%","$746,054","$1,345,892","$746,054","$746,054","2021"
"15","Tucker                     Rayjon Tucker","SF","22","$578,573","0.53%","$578,573","$1,043,753","$578,573","$578,573","2021"
"16","Brantley                     Jarrell Brantley","F","","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Wright-Foreman                     Justin Wright-Foreman","PG","22","Two-Way","'-","'-","'-","'-","'-","2020"

