" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Rondo                     Rajon Rondo","PG","39","$2,296,274","1.48%","","","","","Non-Bird"
"2","Davis                     Ed Davis","C","36","$2,296,274","1.48%","","","","","Non-Bird"
"3","Thompson                     Tristan Thompson","C","34","$2,296,274","1.48%","","","","","Early Bird"
"4","Neto                     Raul Neto","PG","33","$2,296,274","1.48%","","","","","Non-Bird"
"5","Jones                     Damian Jones","C","30","$2,296,274","1.48%","","","","","Early Bird"
"6","Okeke                     Chuma Okeke","PF","27","$2,296,274","1.48%","","","","","Non-Bird"
"","Round 2, Pick #58","","","                                                   -"," "," "," "," "," "," "

