"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Haliburton                   Tyrese Haliburton","PG","29","DRK-EXT","$67,925,514","35.35%","'-","","","",""
"Nesmith                   Aaron Nesmith","SF","30","VET-EXT","$31,457,160","16.37%","'-","","","Bird",""
"McConnell                   T.J. McConnell","PG","37","VET-EXT","$22,420,000","11.67%","'-","","","Bird",""
"Jones                   Kam Jones","PG","27","RK-2ND","$2,979,736","1.55%","'-","","","Bird",""
"Johnson                   James Johnson","PF","42","FA","$2,844,292","1.48%","'-","","","Bird",""
"York                   Gabe York","PG","36","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $18,980,160"," "," "," "," "," "," "

