"Player (7)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Embiid                   Joel Embiid","C","35","VET-EXT","$70,765,800","36.83%","'-","","","Bird",""
"Maxey                   Tyrese Maxey","PG","29","FA","$67,925,514","35.35%","'-","","","Bird",""
"Edgecombe                   VJ Edgecombe","SG","24","RK-1ST","$46,337,634","24.11%","$21,809,580","","","Restricted Bird",""
"Walker IV                   Lonnie Walker IV","SG","31","ROS","$2,853,371","1.48%","'-","","","Non-Bird",""
"Hood-Schifino                   Jalen Hood-Schifino","PG","26","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Dowtin                   Jeff Dowtin","PG","32","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Broome                   Johni Broome","C","27","RK-2ND","'-","'-","'-","","","",""
"Incomplete Roster Charge"," "," "," ","                                   $18,980,160"," "," "," "," "," "," "

