" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","PF","39","$47,607,350","35.00%","$47,607,350","$47,607,350","$47,607,350","$47,607,350","2026"
"2","Davis                     Anthony Davis","C","30","$40,600,080","29.85%","$40,600,080","$40,600,080","$40,600,080","$40,600,080","2028"
"3","Russell                     D'Angelo Russell","PG","27","$17,307,693","12.72%","$18,007,693","$17,307,693","$17,307,693","$17,307,693","2027"
"4","Hachimura                     Rui Hachimura","PF","25","$15,740,741","11.57%","$15,740,741","$15,740,741","$15,740,741","$15,740,741","2026"
"5","Reaves                     Austin Reaves","SG","25","$12,015,150","8.83%","$12,015,150","$12,015,150","$12,015,150","$12,015,150","2027"
"6","Vincent                     Gabe Vincent","PG","27","$10,500,000","7.72%","$10,500,000","$10,500,000","$10,500,000","$10,500,000","2026"
"7","Vanderbilt                     Jarred Vanderbilt","PF","24","$4,640,000","3.41%","$4,843,000","$4,640,000","$4,640,000","$4,640,000","2028"
"8","Prince                     Taurean Prince","PF","29","$4,516,000","3.32%","$4,516,000","$4,516,000","$4,516,000","$4,516,000","2027"
"9","Hood-Schifino                     Jalen Hood-Schifino","PG","20","$3,695,040","2.72%","$3,695,040","$3,695,040","$3,695,040","$3,695,040","2025"
"10","Wood                     Christian Wood","C","28","$2,709,849","1.99%","$2,709,849","$2,709,849","$2,709,849","$2,709,849","2025"
"11","Hayes                     Jaxson Hayes","C","23","$2,165,000","1.59%","$2,165,000","$2,165,000","$2,165,000","$2,165,000","2026"
"12","Reddish                     Cam Reddish","SF","24","$2,165,000","1.59%","$2,165,000","$2,165,000","$2,165,000","$2,165,000","2025"
"13","Christie                     Max Christie","SG","20","$1,719,864","1.26%","$1,719,864","$1,719,864","$1,719,864","$1,719,864","2028"
"14","Dinwiddie                     Spencer Dinwiddie","PG","30","$1,554,664","1.14%","$1,554,665","$1,554,664","$1,554,664","$1,554,664","2024"
"15","Lewis                     Maxwell Lewis","SF","21","$1,119,563","0.82%","$1,119,563","$1,119,563","$1,119,563","$1,119,563","2027"
"16","Giles                     Harry Giles","C","25","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Mays                     Skylar Mays","SG","26","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Castleton                     Colin Castleton","PF","23","Two-Way","'-","'-","'-","'-","'-","2026"

