" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gobert                     Rudy Gobert","C","26","$23,491,573","23.06%","$24,741,573","$23,491,573","$23,491,573","$22,741,573","2028"
"2","Favors                     Derrick Favors","PF","27","$16,900,000","16.59%","$18,800,000","$16,900,000","$16,900,000","$16,000,000","2020"
"3","Rubio                     Ricky Rubio","PG","28","$14,975,000","14.70%","$15,050,000","$14,975,000","$14,975,000","$14,800,000","2019"
"4","Ingles                     Joe Ingles","SF","31","$13,045,455","12.81%","$13,045,455","$13,045,455","$13,045,455","$13,045,455","2026"
"5","Exum                     Dante Exum","PG","23","$9,600,000","9.42%","$11,000,000","$9,600,000","$9,600,000","$9,100,000","2026"
"6","Korver                     Kyle Korver","SG","37","$7,560,000","7.42%","$7,560,000","$7,560,000","$5,723,390","$7,560,000","2020"
"7","Crowder                     Jae Crowder","SF","28","$7,305,825","7.17%","$7,305,825","$7,305,825","$7,305,825","$7,305,825","2020"
"8","Sefolosha                     Thabo Sefolosha","SF","34","$5,250,000","5.15%","$5,250,000","$5,159,483","$5,250,000","$5,250,000","2019"
"9","Udoh                     Ekpe Udoh","C","31","$3,360,000","3.30%","$3,360,000","$3,360,000","$3,360,000","$3,360,000","2019"
"10","Mitchell                     Donovan Mitchell","SG","22","$3,111,480","3.05%","$3,111,480","$3,111,480","$3,111,480","$3,111,480","2028"
"11","Neto                     Raul Neto","PG","26","$2,150,000","2.11%","$2,150,000","$2,150,000","$2,150,000","$2,100,000","2020"
"12","Allen                     Grayson Allen","SG","23","$2,074,320","2.04%","$2,074,320","$2,074,320","$2,074,320","$2,074,320","2028"
"13","Bradley                     Tony Bradley","C","21","$1,679,520","1.65%","$1,679,520","$1,679,520","$1,679,520","$1,679,520","2021"
"14","Niang                     Georges Niang","PF","25","$1,512,601","1.48%","$1,512,601","$1,512,601","$1,512,601","$1,512,601","2026"
"15","O'Neale                     Royce O'Neale","SF","25","$1,378,242","1.35%","$1,378,242","$1,512,601","$1,378,242","$1,378,242","2028"
"16","Cavanaugh                     Tyler Cavanaugh","PF","24","Two-Way","'-","'-","'-","'-","'-","2019"
"17","Mitrou-Long                     Naz Mitrou-Long","PG","25","Two-Way","'-","'-","'-","'-","'-","2020"

