" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Lopez                     Robin Lopez","C","35","$2,019,706","1.48%","$2,019,706","$2,019,706","$1,212,446","'-"
"2","Petrusev                     Filip Petrusev","PF","23","$559,782","0.41%","$559,782","$559,782","$559,782","'-"
"3","Toscano-Anderson                     Juan Toscano-Anderson","SF","30","$323,506","0.24%","$323,506","$323,506","$323,506","'-"
"4","Noel                     Nerlens Noel","C","29","$300,000","0.22%","$300,000","$300,000","$300,000","'-"
"5","Queta                     Neemias Queta","C","24","$250,000","0.18%","$250,000","$250,000","$250,000","'-"
"6","Toscano-Anderson                     Juan Toscano-Anderson","SF","30","$116,075","0.09%","$116,075","$116,075","$124,425","$124,425"

