"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Nurkic                   Jusuf Nurkic","C","32","FA","$29,062,500","17.51%","'-","","","Bird",""
"Kessler                   Walker Kessler","C","25","RK-1ST","$14,636,814","8.82%","$7,064,702","","","Restricted Bird",""
"Love                   Kevin Love","C","38","FA","$7,885,000","4.75%","'-","","","Bird",""
"Tshiebwe                   Oscar Tshiebwe","PF","27","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""
"Harkless                   Elijah Harkless","PG","26","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $1,366,314"," "," "," "," "," "," "

