"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Giddey                   Josh Giddey","SG","26","FA","$25,000,000","13.66%","$25,000,000","'-","'-","'-","$25,000,000"
"Williams                   Patrick Williams","PF","27","FA","$18,000,000","9.84%","$18,000,000","'-","'-","'-","$18,000,000"
"Essengue                   Noa Essengue","PF","22","RK-1ST","$8,230,464","4.50%","$8,230,464","'-","'-","'-","'-"

