" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gay                     Rudy Gay","SF","30","$13,333,333","14.16%","$13,333,333","$13,333,333","$13,333,333","$13,333,333","2018"
"2","Afflalo                     Arron Afflalo","SG","31","$12,500,000","13.28%","$12,500,000","$12,500,000","$12,500,000","$12,500,000","2018"
"3","Evans                     Tyreke Evans","SG","27","$10,661,286","11.32%","$10,661,286","$10,661,286","$3,121,149","'-","2017"
"4","Koufos                     Kosta Koufos","C","27","$8,046,500","8.55%","$8,046,500","$8,046,500","$8,046,500","$8,046,500","2019"
"5","Tolliver                     Anthony Tolliver","PF","31","$8,000,000","8.50%","$8,000,000","$8,000,000","$8,000,000","'-","2018"
"6","Temple                     Garrett Temple","SG","30","$8,000,000","8.50%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2026"
"7","Collison                     Darren Collison","PG","29","$5,229,454","5.55%","$5,229,454","$5,039,292","$5,229,454","$5,229,454","2017"
"8","Galloway                     Langston Galloway","PG","25","$5,200,000","5.52%","$5,200,000","$5,200,000","$1,590,588","$5,200,000","2018"
"9","McLemore                     Ben McLemore","SG","23","$4,008,882","4.26%","$4,008,882","$4,008,882","$4,008,882","'-","2017"
"10","Cauley-Stein                     Willie Cauley-Stein","C","23","$3,551,160","3.77%","$3,551,160","$3,551,160","$3,551,160","$3,551,160","2019"
"11","Hield                     Buddy Hield","SG","24","$3,517,200","3.74%","$3,517,200","$3,517,200","$1,075,849","$1,075,849",""
"12","Papagiannis                     Georgios Papagiannis","C","19","$2,202,240","2.34%","$2,202,240","$2,202,240","$2,202,240","$2,202,240","2020"
"13","Richardson                     Malachi Richardson","SG","21","$1,439,880","1.53%","$1,439,880","$1,439,880","$1,439,880","$1,439,880","2019"
"14","Labissiere                     Skal Labissiere","PF","20","$1,188,840","1.26%","$1,188,840","$1,188,840","$1,188,840","$1,188,840","2020"
"15","Lawson                     Ty Lawson","PG","29","$980,431","1.04%","$980,431","$980,431","$1,315,448","$1,315,448","2017"

