" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Mack                     Shelvin Mack","PG","29","$1,618,486","1.48%","","","","",""
"2","Roberts                     Brian Roberts","PG","34","$1,618,486","1.48%","","","","",""
"3","Paige                     Marcus Paige","PG","26","$1,443,842","1.32%","","","","",""

