" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","SF","35","$37,436,858","34.30%","$37,436,858","$37,436,858","$37,436,858","$37,436,858","2026"
"2","Davis                     Anthony Davis","PF","26","$27,093,019","24.82%","$27,093,019","$27,093,019","$25,399,705","$27,093,019","2028"
"3","Green                     Danny Green","SG","32","$14,634,146","13.41%","$14,634,146","$14,634,146","$13,719,512","$14,634,146","2021"
"4","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","26","$8,089,282","7.41%","$8,089,282","$8,089,282","$7,633,702","$8,089,282","2027"
"5","McGee                     JaVale McGee","C","32","$4,000,000","3.67%","$4,000,000","$4,000,000","$3,750,000","$4,000,000","2021"
"6","Cook                     Quinn Cook","PG","26","$3,000,000","2.75%","$3,000,000","$3,000,000","$2,812,500","$3,000,000","2021"
"7","Caruso                     Alex Caruso","PG","25","$2,750,000","2.52%","$2,750,000","$2,750,000","$2,578,125","$2,750,000","2029"
"8","Rondo                     Rajon Rondo","PG","33","$2,564,753","2.35%","$2,564,753","$2,564,753","$2,404,456","$2,564,753","2021"
"9","Kuzma                     Kyle Kuzma","PF","24","$1,974,600","1.81%","$1,974,600","$1,974,600","$1,851,188","$1,974,600","2027"
"10","Morris                     Markieff Morris","PF","30","$1,750,000","1.60%","$1,750,000","$1,750,000","$1,750,000","$1,750,000","2020"
"11","Dudley                     Jared Dudley","SF","34","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,404,456","$2,564,753","2020"
"12","Howard                     Dwight Howard","C","34","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,404,456","$2,564,753","2020"
"13","Horton-Tucker                     Talen Horton-Tucker","SG","19","$898,310","0.82%","$898,310","$898,310","$842,166","$898,310","2021"
"14","Waiters                     Dion Waiters","SG","28","$375,385","0.34%","$375,385","$375,385","$503,656","$503,656","2020"
"15","Smith                     J.R. Smith","SG","34","'-","'-","'-","'-","$289,803","'-","2020"
"16","Antetokounmpo                     Kostas Antetokounmpo","PF","22","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Cacok                     Devontae Cacok","C","23","Two-Way","'-","'-","'-","'-","'-","2021"

