" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Black                     Tarik Black","PF","27","$3,948,000","3.88%","","","","",""
"2","Johnson                     Joe Johnson","SG","37","$1,544,951","1.52%","","","","",""
"3","Brown                     Markel Brown","SG","27","$1,443,842","1.42%","","","","",""

