" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","SF","34","$35,654,150","35.00%","$35,654,150","$35,654,150","$35,654,150","$35,654,150","2026"
"2","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","25","$12,000,000","11.78%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2027"
"3","Rondo                     Rajon Rondo","PG","32","$9,000,000","8.83%","$9,000,000","$8,906,896","$9,000,000","$9,000,000","2019"
"4","Ball                     Lonzo Ball","PG","21","$7,461,960","7.33%","$7,461,960","$7,461,960","$7,461,960","$7,461,960","2027"
"5","Ingram                     Brandon Ingram","SF","21","$5,757,120","5.65%","$5,757,120","$5,677,711","$5,757,120","$5,757,120","2028"
"6","Muscala                     Mike Muscala","PF","27","$5,000,000","4.91%","$5,000,000","$5,000,000","$1,779,661","$5,000,000","2019"
"7","Stephenson                     Lance Stephenson","SG","28","$4,449,000","4.37%","$4,449,000","$4,449,000","$4,449,000","$4,449,000","2019"
"8","Bullock                     Reggie Bullock","SG","27","$2,500,000","2.45%","$2,500,000","$2,500,000","$903,955","$2,500,000","2019"
"9","Wagner                     Moritz Wagner","PF","21","$1,762,080","1.73%","$1,762,080","$1,762,080","$1,762,080","$1,762,080","2026"
"10","Kuzma                     Kyle Kuzma","PF","23","$1,689,840","1.66%","$1,689,840","$1,689,840","$1,689,840","$1,689,840","2027"
"11","Hart                     Josh Hart","SG","23","$1,655,160","1.62%","$1,655,160","$1,655,160","$1,655,160","$1,655,160","2028"
"12","McGee                     JaVale McGee","C","31","$1,512,601","1.48%","$1,512,601","$1,512,601","$2,393,887","$2,393,887","2019"
"13","Chandler                     Tyson Chandler","C","36","$1,333,140","1.31%","$1,333,140","$1,333,140","$2,109,867","$2,109,867","2019"
"14","Bonga                     Isaac Bonga","PG","19","$1,000,000","0.98%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2021"
"15","Jones                     Jermerrio Jones","F","23","$52,108","0.05%","$52,108","$52,108","$52,108","$52,108","2020"
"16","Caruso                     Alex Caruso","PG","24","Two-Way","'-","'-","'-","'-","'-","2029"
"17","Williams                     Johnathan Williams","PF","23","Two-Way","'-","'-","'-","'-","'-","2019"

