" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","McLemore                     Ben McLemore","SF","31","$2,087,519","1.48%","","","","","Non-Bird"
"2","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","30","$2,087,519","1.48%","","","","","Non-Bird"
"3","Leaf                     TJ Leaf","PF","27","$1,862,265","1.32%","","","","","Two-Way"
"4","Blevins                     Keljin Blevins","G","29","$1,862,265","1.32%","","","","","Two-Way"
"5","Hagans                     Ashton Hagans","PG","25","$1,862,265","1.32%","","","","","Two-Way"

