"Player (1)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Castle                   Stephon Castle","PG","24","RK-1ST","$38,010,417","20.77%","$17,978,928","","","Restricted Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $10,544,534"," "," "," "," "," "," "

