" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Bynum                     Andrew Bynum","C","27","$1,200,000","1.90%","","","","",""
"","Round 2, Pick #57","","","                                                   -"," "," "," "," "," "," "

