" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Grant                     Jerami Grant","PF","26","$19,050,000","17.45%","$19,050,000","$19,050,000","$19,050,000","$19,050,000","2028"
"2","Joseph                     Cory Joseph","PG","29","$12,600,000","11.54%","$12,600,000","$12,600,000","$4,573,973","$12,600,000","2022"
"3","Plumlee                     Mason Plumlee","C","30","$8,000,000","7.33%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2026"
"4","Smith Jr.                     Dennis Smith Jr.","PG","23","$5,686,677","5.21%","$5,686,677","$5,686,677","$3,817,085","$5,686,677","2021"
"5","Hayes                     Killian Hayes","PG","19","$5,307,120","4.86%","$5,307,120","$5,307,120","$5,307,120","$5,307,120","2024"
"6","McGruder                     Rodney McGruder","SG","29","$5,192,307","4.76%","$5,192,307","$5,192,307","$5,192,307","$5,192,307","2022"
"7","Jackson                     Josh Jackson","SG","23","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,767,000","$4,767,000","2022"
"8","Doumbouya                     Sekou Doumbouya","SF","20","$3,449,400","3.16%","$3,449,400","$3,449,400","$3,449,400","$3,449,400","2023"
"9","Stewart                     Isaiah Stewart","C","19","$3,121,080","2.86%","$3,121,080","$3,121,080","$3,121,080","$3,121,080","2028"
"10","Bey                     Saddiq Bey","SF","21","$2,689,920","2.46%","$2,689,920","$2,689,920","$2,689,920","$2,689,920","2027"
"11","Okafor                     Jahlil Okafor","C","25","$1,882,867","1.73%","$1,882,867","$1,882,867","$1,882,867","$1,882,867","2022"
"12","Diallo                     Hamidou Diallo","SG","22","$1,663,861","1.52%","$1,663,861","$1,663,861","$740,760","$1,663,861","2021"
"13","Ellington                     Wayne Ellington","SG","33","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,564,753","$2,564,753","2021"
"14","Sirvydis                     Deividas Sirvydis","SF","20","$898,310","0.82%","$898,310","$898,310","$898,310","$898,310","2023"
"15","Cook                     Tyler Cook","PF","23","$396,081","0.36%","$396,081","$443,990","$396,081","$405,983","2022"
"16","Jackson                     Frank Jackson","PG","22","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Lee                     Saben Lee","PG","21","Two-Way","'-","'-","'-","'-","'-","2021"

