" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Johnson                     Keldon Johnson","SF","24","$20,000,000","14.70%","$21,500,000","$20,000,000","$20,000,000","$20,000,000","2027"
"2","Wembanyama                     Victor Wembanyama","C","20","$12,160,680","8.94%","$12,160,680","$12,160,680","$12,160,680","$12,160,680","2027"
"3","Graham                     Devonte' Graham","PG","28","$12,100,000","8.90%","$12,100,000","$12,016,552","$12,100,000","$12,100,000","2025"
"4","Jones                     Tre Jones","PG","24","$9,895,833","7.28%","$10,416,666","$9,895,833","$9,895,833","$9,895,833","2028"
"5","Collins                     Zach Collins","C","26","$7,700,000","5.66%","$7,700,000","$7,700,000","$7,700,000","$7,700,000","2026"
"6","Osman                     Cedi Osman","SF","28","$6,718,842","4.94%","$6,718,842","$6,718,842","$6,718,842","$6,718,842","2024"
"7","Vassell                     Devin Vassell","SG","23","$5,887,899","4.33%","$5,887,899","$5,887,899","$5,887,899","$5,887,899","2029"
"8","Sochan                     Jeremy Sochan","PF","20","$5,316,960","3.91%","$5,316,960","$5,316,960","$5,316,960","$5,316,960","2026"
"9","Branham                     Malaki Branham","SG","20","$3,071,880","2.26%","$3,071,880","$3,071,880","$3,071,880","$3,071,880","2026"
"10","Champagnie                     Julian Champagnie","SF","22","$3,000,000","2.21%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2027"
"11","Bassey                     Charles Bassey","C","23","$2,600,000","1.91%","$2,600,000","$2,600,000","$2,600,000","$2,600,000","2026"
"12","Wesley                     Blake Wesley","SG","20","$2,504,640","1.84%","$2,504,640","$2,504,640","$2,504,640","$2,504,640","2026"
"13","Mamukelashvili                     Sandro Mamukelashvili","C","24","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,019,706","$2,019,706","2027"
"14","Cissoko                     Sidy Cissoko","SG","19","$1,119,563","0.82%","$1,119,563","$1,119,563","$855,605","$855,605","2026"
"15","Barlow                     Dominick Barlow","PF","20","$455,620","0.34%","$455,620","$510,730","$455,620","$455,620","2026"
"16","Gray                     RaiQuan Gray","PF","24","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Duke Jr.                     David Duke Jr.","SG","24","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Bouyea                     Jamaree Bouyea","PG","24","Two-Way","'-","'-","'-","'-","'-","2026"

