" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Poole                     Jordan Poole","SG","24","$27,455,357","20.18%","$31,205,357","$27,455,357","$27,455,357","$27,455,357","2027"
"2","Kuzma                     Kyle Kuzma","PF","28","$25,568,182","18.80%","$28,568,182","$25,568,182","$25,568,182","$25,568,182","2027"
"3","Jones                     Tyus Jones","PG","27","$14,000,000","10.29%","$14,479,167","$14,000,000","$14,000,000","$14,000,000","2026"
"4","Bagley III                     Marvin Bagley III","PF","24","$12,500,000","9.19%","$12,500,000","$12,500,000","$6,609,195","$12,500,000","2026"
"5","Holmes                     Richaun Holmes","C","30","$12,046,020","8.86%","$12,046,020","$12,046,020","$4,569,180","$12,046,020",""
"6","Shamet                     Landry Shamet","SG","26","$10,250,000","7.54%","$10,250,000","$10,250,000","$10,250,000","$10,250,000","2026"
"7","Coulibaly                     Bilal Coulibaly","SF","19","$6,614,280","4.86%","$6,614,280","$6,614,280","$6,614,280","$6,614,280","2027"
"8","Avdija                     Deni Avdija","SF","23","$6,263,188","4.60%","$6,263,188","$6,263,188","$6,263,188","$6,263,188","2028"
"9","Davis                     Johnny Davis","SG","21","$5,050,800","3.71%","$5,050,800","$5,050,800","$5,050,800","$5,050,800","2025"
"10","Kispert                     Corey Kispert","SF","24","$3,722,040","2.74%","$3,722,040","$3,722,040","$3,722,040","$3,722,040","2029"
"11","Vukcevic                     Tristan Vukcevic","C","20","$2,424,892","1.78%","$2,424,892","$2,424,892","$2,424,892","$2,424,892","2026"
"12","Baldwin Jr.                     Patrick Baldwin Jr.","SF","21","$2,337,720","1.72%","$2,337,720","$2,337,720","$2,337,720","$2,337,720","2025"
"13","Gill                     Anthony Gill","PF","31","$1,997,238","1.47%","$1,997,238","$1,997,238","$1,997,238","$1,997,238","2024"
"14","Butler                     Jared Butler","PG","23","$1,250,000","0.92%","$1,250,000","$1,250,000","$1,250,000","$1,250,000","2026"
"15","Omoruyi                     Eugene Omoruyi","SF","26","$900,000","0.66%","$900,000","$900,000","$900,000","$522,338","2025"
"16","Champagnie                     Justin Champagnie","SF","22","Two-Way","'-","'-","'-","'-","'-","2028"
"17","Bernard                     Jules Bernard","SG","24","Two-Way","'-","'-","'-","'-","'-","2024"

