"Player (2)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Wagner                   Franz Wagner","SF","29","DRK-EXT","$74,718,300","37.03%","'-","","","Bird",""
"Suggs                   Jalen Suggs","SG","29","RK-EXT","$40,050,000","19.85%","'-","","","Bird",""

