"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Cunningham                   Cade Cunningham","PG","27","DRK-EXT","$57,528,684","31.43%","$57,528,684","'-","'-","'-","$57,528,684"
"Lanier                   Chaz Lanier","SG","27","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

