" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Bledsoe                     Eric Bledsoe","PG","35","$1,300,000","0.92%","$1,300,000","$1,300,000","$1,300,000","'-"
"2","Louzada                     Didi Louzada","SF","25","$268,032","0.19%","$268,032","$268,032","$268,032","'-"

