" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Young                     Trae Young","PG","26","$43,031,940","30.61%","$43,031,940","$43,031,940","$43,031,940","$43,031,940","2027"
"2","Capela                     Clint Capela","C","30","$22,265,280","15.84%","$24,265,280","$22,265,280","$22,265,280","$22,265,280","2028"
"3","LeVert                     Caris LeVert","SG","30","$16,615,384","11.82%","$16,615,384","$16,615,384","$6,302,387","$16,615,384","2027"
"4","Okongwu                     Onyeka Okongwu","C","24","$14,000,000","9.96%","$14,000,000","$14,000,000","$14,000,000","$14,000,000","2028"
"5","Risacher                     Zaccharie Risacher","SF","19","$12,569,040","8.94%","$12,569,040","$12,569,040","$12,569,040","$12,569,040","2028"
"6","Mann                     Terance Mann","SG","28","$11,423,077","8.13%","$11,423,077","$11,423,077","$4,332,891","$11,423,077","2028"
"7","Nance Jr.                     Larry Nance Jr.","PF","32","$11,205,000","7.97%","$11,205,000","$11,205,000","$11,205,000","$11,205,000","2026"
"8","Niang                     Georges Niang","PF","31","$8,500,000","6.05%","$8,500,000","$8,500,000","$3,224,138","$8,500,000","2026"
"9","Daniels                     Dyson Daniels","PG","21","$6,059,520","4.31%","$6,059,520","$6,059,520","$6,059,520","$6,059,520","2030"
"10","Johnson                     Jalen Johnson","SF","23","$4,510,905","3.21%","$4,510,905","$4,510,905","$4,510,905","$4,510,905","2030"
"11","Bufkin                     Kobe Bufkin","PG","21","$4,299,000","3.06%","$4,299,000","$4,299,000","$4,299,000","$4,299,000","2027"
"12","Mathews                     Garrison Mathews","SG","28","$2,230,253","1.59%","$2,230,253","$2,230,253","$2,230,253","$2,230,253","2025"
"13","Krejci                     Vit Krejci","PG","24","$2,162,606","1.54%","$2,162,606","$2,162,606","$2,162,606","$2,162,606","2028"
"14","Gueye                     Mouhamed Gueye","PF","22","$1,891,857","1.35%","$1,891,857","$1,891,857","$1,891,857","$1,891,857","2027"
"15","Barlow                     Dominick Barlow","PF","21","$491,887","0.35%","$491,887","$491,887","$491,887","$491,887","2026"
"16","Plowden                     Daeqwon Plowden","G","26","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Wallace                     Keaton Wallace","G","25","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Toppin                     Jacob Toppin","SF","24","Two-Way","'-","'-","'-","'-","'-","2025"

