" ","Player (9)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Jeffries                     DaQuan Jeffries","SG","26","$831,385","0.61%","$831,385","$831,385","$831,385","'-"
"2","Windler                     Dylan Windler","SF","27","$659,454","0.48%","$659,454","$659,454","$659,454","'-"
"3","Gibson                     Taj Gibson","C","38","$477,630","0.35%","$477,630","$477,630","$477,630","'-"
"4","Gibson                     Taj Gibson","C","38","$116,075","0.09%","$116,075","$116,075","$183,704","$183,704"
"5","Gibson                     Taj Gibson","C","38","$116,075","0.09%","$116,075","$116,075","$183,704","$183,704"
"6","Jeffries                     DaQuan Jeffries","SG","26","$116,075","0.09%","$116,075","$116,075","$124,425","$124,425"
"7","Jeffries                     DaQuan Jeffries","SG","26","$116,075","0.09%","$116,075","$116,075","$124,425","$124,425"
"8","Diakite                     Mamadi Diakite","PF","27","$116,075","0.09%","$116,075","$116,075","$120,250","$120,250"
"9","Toppin                     Jacob Toppin","SF","23","$64,343","0.05%","$64,343","$116,075","$64,343","$64,343"

