" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Duncan                     Tim Duncan","PF","35","$21,164,619","36.46%","$21,164,619","$21,164,619","$17,034,937","'-","2012"
"2","Ginobili                     Manu Ginobili","SG","34","$12,981,038","22.36%","$12,981,038","$12,981,038","$10,448,153","'-","2013"
"3","Parker                     Tony Parker","PG","29","$12,500,000","21.54%","$12,500,000","$12,500,000","$10,060,976","$10,060,976",""
"4","Jefferson                     Richard Jefferson","SF","31","$9,282,000","15.99%","$9,282,000","$9,282,000","$7,470,878","$7,470,878","2014"
"5","Splitter                     Tiago Splitter","PF","27","$3,672,000","6.33%","$3,672,000","$3,672,000","$2,955,512","'-","2013"
"6","Bonner                     Matt Bonner","C","31","$3,315,000","5.71%","$3,315,000","$3,315,000","$2,668,171","'-","2014"
"7","Leonard                     Kawhi Leonard","SF","20","$1,731,960","2.98%","$1,731,960","$1,731,960","$1,394,017","$1,394,017","2027"
"8","Anderson                     James Anderson","SG","22","$1,463,520","2.52%","$1,463,520","$1,463,520","$1,177,955","'-","2012"
"9","Blair                     DeJaun Blair","C","22","$986,000","1.70%","$986,000","$986,000","$793,610","'-","2013"
"10","Joseph                     Cory Joseph","PG","20","$942,700","1.62%","$942,700","$942,700","$758,759","$758,759","2015"
"11","Ford                     T.J. Ford","PG","","$711,748","1.23%","$711,748","$711,748","$922,661","'-","2012"
"12","Green                     Danny Green","SG","24","$687,679","1.18%","$687,679","$687,679","$687,679","$687,679","2012"
"13","Neal                     Gary Neal","PG","27","$613,474","1.06%","$613,474","$613,474","$613,474","'-","2013"
"14","Mills                     Patty Mills","PG","23","$261,829","0.45%","$261,829","$261,829","$261,829","$261,829","2012"
"15","Diaw                     Boris Diaw","C","29","$241,158","0.42%","$241,158","$241,158","$345,248","$345,248","2012"

