"Player (5 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Tatum                   Jayson Tatum","PF","30","DVET-EXT","$67,116,798","36.67%","$67,116,798","'-","'-","'-","$67,116,798"
"Brown                   Jaylen Brown","SF","32","DVET-EXT","$64,951,656","35.49%","$64,951,656","'-","'-","'-","$64,951,656"
"White                   Derrick White","PG","34","VET-EXT","$34,844,000","19.04%","$32,674,000","$2,170,000","'-","'-","$32,674,000"
"Hauser                   Sam Hauser","SF","31","VET-EXT","$12,455,356","6.81%","$12,455,356","'-","'-","'-","$12,455,356"
"Gonzalez                   Hugo Gonzalez","SF","22","RK-1ST","$5,528,065","3.02%","$5,528,065","'-","'-","'-","'-"

