" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Parker                     Tony Parker","PG","32","$12,500,000","19.82%","$12,500,000","$12,500,000","$12,500,000","$12,500,000",""
"2","Duncan                     Tim Duncan","PF","38","$10,361,446","16.43%","$10,361,446","$10,361,446","$10,361,446","'-","2015"
"3","Splitter                     Tiago Splitter","PF","30","$9,250,000","14.67%","$9,250,000","$9,250,000","$9,250,000","'-","2017"
"4","Diaw                     Boris Diaw","C","32","$8,000,000","12.69%","$8,000,000","$8,000,000","$8,000,000","$7,500,000","2018"
"5","Ginobili                     Manu Ginobili","SG","37","$7,000,000","11.10%","$7,000,000","$7,000,000","$7,000,000","'-","2015"
"6","Green                     Danny Green","SG","27","$4,025,000","6.38%","$4,025,000","$4,025,000","$4,025,000","$4,025,000","2015"
"7","Mills                     Patty Mills","PG","26","$3,842,105","6.09%","$3,842,105","$3,842,105","$3,842,105","$3,842,105","2017"
"8","Leonard                     Kawhi Leonard","SF","23","$2,894,059","4.59%","$2,894,059","$2,894,059","$2,894,059","$2,894,059","2027"
"9","Belinelli                     Marco Belinelli","SG","28","$2,873,750","4.56%","$2,873,750","$2,873,750","$2,873,750","$2,873,750","2015"
"10","Baynes                     Aron Baynes","C","28","$2,077,000","3.29%","$2,077,000","$2,077,000","$2,077,000","$2,077,000","2015"
"11","Joseph                     Cory Joseph","PG","23","$2,023,261","3.21%","$2,023,261","$2,023,261","$2,023,261","$2,023,261","2015"
"12","Ayres                     Jeff Ayres","PF","27","$1,828,750","2.90%","$1,828,750","$1,828,750","$1,828,750","'-","2015"
"13","Anderson                     Kyle Anderson","SF","21","$1,093,680","1.73%","$1,093,680","$1,093,680","$1,093,680","$1,093,680","2027"
"14","Bonner                     Matt Bonner","C","34","$915,243","1.45%","$915,243","$915,243","$1,448,490","'-","2015"
"15","Williams                     Reggie Williams","SF","28","$344,036","0.55%","$344,036","$344,036","$344,036","'-","2016"

