"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Topic                   Nikola Topic","PG","23","RK-1ST","$22,446,630","12.26%","$11,043,743","","","Restricted Bird",""
"Joe                   Isaiah Joe","SG","29","FA","$18,543,507","10.13%","'-","","","Bird",""
"Williams                   Jaylin Williams","C","26","VET-EXT","$14,771,831","8.07%","'-","","","Bird",""
"Mitchell                   Ajay Mitchell","PG","26","FA","$5,415,000","2.96%","'-","","","Bird",""
"Ducas                   Alex Ducas","G","28","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $9,038,172"," "," "," "," "," "," "

