"Player (3)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Antetokounmpo                   Giannis Antetokounmpo","PF","34","VET-EXT","$66,892,000","36.55%","'-","","","Bird",""
"Portis                   Bobby Portis","PF","33","FA","$23,395,611","12.78%","'-","","","Bird",""
"Rollins                   Ryan Rollins","SG","26","FA","$7,600,000","4.15%","'-","","","Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $15,063,620"," "," "," "," "," "," "

