"Player (8 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Williamson                   Zion Williamson","PF","27","DRK-EXT","$44,886,930","25.75%","$44,886,930","'-","'-","'-","'-"
"Murray                   Dejounte Murray","PG","31","VET-EXT","$30,751,504","17.64%","$30,751,504","'-","$2,603,997","'-","$30,751,504"
"Murphy III                   Trey Murphy III","SF","27","RK-EXT","$29,000,000","16.64%","$29,000,000","'-","'-","'-","$29,000,000"
"Jones                   Herb Jones","SF","29","VET-EXT","$20,858,300","11.97%","$20,858,300","'-","'-","'-","$20,858,300"
"Fears                   Jeremiah Fears","PG","21","RK-1ST","$8,271,960","4.75%","$8,271,960","'-","'-","'-","'-"
"Queen                   Derik Queen","C","23","RK-1ST","$5,673,840","3.26%","$5,673,840","'-","'-","'-","'-"
"Missi                   Yves Missi","C","23","RK-1ST","$5,595,827","3.21%","$5,595,827","'-","'-","'-","'-"
"Peavy                   Micah Peavy","SG","26","RK-2ND","$2,525,901","1.45%","$2,525,901","'-","'-","'-","'-"

