" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Rose                     Derrick Rose","PG","27","$20,093,064","28.70%","$20,093,064","$20,093,064","$20,093,064","'-","2017"
"2","Butler                     Jimmy Butler","SG","26","$16,407,500","23.44%","$16,407,500","$16,407,500","$19,857,500","$16,407,500","2027"
"3","Noah                     Joakim Noah","C","30","$13,400,000","19.14%","$13,400,000","$13,400,000","$13,400,000","$13,400,000","2016"
"4","Lopez                     Robin Lopez","C","27","$12,650,000","18.07%","$12,650,000","$12,650,000","'-","$12,650,000","2019"
"5","Gibson                     Taj Gibson","PF","30","$8,500,000","12.14%","$8,500,000","$8,500,000","$8,500,000","$8,500,000","2017"
"6","Gasol                     Pau Gasol","C","35","$7,448,760","10.64%","$7,448,760","$7,448,760","$7,448,760","'-","2017"
"7","Mirotic                     Nikola Mirotic","PF","24","$5,543,725","7.92%","$5,543,725","$5,543,725","$5,543,725","'-","2017"
"8","Dunleavy                     Mike Dunleavy","SF","35","$4,500,000","6.43%","$4,500,000","$4,500,000","$4,500,000","$4,500,000","2018"
"9","McDermott                     Doug McDermott","SF","24","$2,380,440","3.40%","$2,380,440","$2,380,440","$2,380,440","$2,380,440","2018"
"10","Brooks                     Aaron Brooks","PG","31","$2,250,000","3.21%","$2,250,000","$2,250,000","$2,250,000","'-","2016"
"11","Grant                     Jerian Grant","PG","23","$1,572,360","2.25%","$1,572,360","$1,572,360","$1,572,360","$1,572,360","2019"
"12","Snell                     Tony Snell","SG","24","$1,535,880","2.19%","$1,535,880","$1,535,880","$1,535,880","'-","2017"
"13","Portis                     Bobby Portis","PF","20","$1,391,160","1.99%","$1,391,160","$1,391,160","$1,391,160","$1,391,160","2028"
"14","Moore                     E'Twaun Moore","SG","26","$1,015,421","1.45%","$1,015,421","$1,015,421","$1,015,421","$1,015,421","2016"
"15","Holiday                     Justin Holiday","SG","26","$947,276","1.35%","$947,276","$947,276","$306,472","'-","2017"
"16","Dinwiddie                     Spencer Dinwiddie","PG","22","$845,059","1.21%","$845,059","$845,059","$845,059","$845,059","2017"
"17","Bairstow                     Cameron Bairstow","PF","25","$845,059","1.21%","$845,059","$845,059","$845,059","'-","2017"
"18","Felicio                     Cristiano Felicio","PF","23","$525,093","0.75%","$525,093","$525,093","$525,093","'-","2017"

