" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Brewer                     Corey Brewer","SG","35","$1,669,178","1.48%","","","","",""
"2","Guy                     Kyle Guy","SG","24","$1,489,065","1.32%","","","","",""

