"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Williams                   Cody Williams","SG","24","RK-1ST","$23,009,670","12.57%","$11,213,380","","","Restricted Bird",""
"Collier                   Isaiah Collier","PG","24","RK-1ST","$14,966,844","8.18%","$7,982,318","","","Restricted Bird",""
"Mykhailiuk                   Sviatoslav Mykhailiuk","SG","31","FA","$7,647,500","4.18%","'-","","","Bird",""
"Filipowski                   Kyle Filipowski","PF","25","RK","$5,700,000","3.11%","'-","","","Restricted Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $13,557,258"," "," "," "," "," "," "

