"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Dieng                   Ousmane Dieng","SF","23","RK-1ST","$20,012,646","12.06%","$9,132,437","","","Restricted Bird",""
"Thomas                   Cameron Thomas","SG","25","ROS","$2,464,849","1.48%","'-","","","Non-Bird",""
"Antetokounmpo                   Thanasis Antetokounmpo","SF","34","FA","$2,464,849","1.48%","'-","","","Non-Bird",""
"Nance                   Pete Nance","PF","26","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""
"Antetokounmpo                   Alex Antetokounmpo","SF","25","2W","$2,198,879","1.32%","$2,198,879","","","Two-Way",""

