" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Jackson                     Reggie Jackson","PG","34","$2,087,519","1.48%","$2,087,519","$2,087,519","$1,253,155","'-"
"2","Len                     Alex Len","C","31","$2,087,519","1.48%","$2,087,519","$2,087,519","$1,253,155","'-"
"3","Cissoko                     Sidy Cissoko","SG","20","$1,891,857","1.35%","$1,891,857","$1,891,857","$626,835","'-"
"4","Rollins                     Ryan Rollins","SG","22","$600,000","0.43%","$600,000","$600,000","$600,000","'-"
"5","Nowell                     Jaylen Nowell","SG","25","$167,961","0.12%","$167,961","$167,961","$195,147","$195,147"
"6","McDaniels                     Jalen McDaniels","SF","27","$119,972","0.09%","$119,972","$119,972","$139,391","$139,391"
"7","Stevenson                     Erik Stevenson","G","25","$66,503","0.05%","$66,503","$119,972","$66,503","$66,503"

