" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Ayton                     Deandre Ayton","C","25","$32,459,438","23.86%","$32,459,438","$32,459,438","$32,459,438","$32,459,438","2027"
"2","Grant                     Jerami Grant","PF","29","$27,586,207","20.28%","$27,586,207","$27,586,207","$27,586,207","$27,586,207","2028"
"3","Simons                     Anfernee Simons","SG","24","$24,107,143","17.72%","$24,107,143","$24,107,143","$24,107,143","$24,107,143","2026"
"4","Brogdon                     Malcolm Brogdon","PG","31","$22,500,000","16.54%","$22,500,000","$22,500,000","$22,500,000","$22,500,000","2025"
"5","Williams III                     Robert Williams III","C","26","$11,571,429","8.51%","$13,017,860","$11,571,429","$11,571,429","$11,571,429","2026"
"6","Thybulle                     Matisse Thybulle","SG","26","$10,500,000","7.72%","$10,500,000","$10,500,000","$10,500,000","$10,500,000","2026"
"7","Henderson                     Scoot Henderson","PG","19","$9,770,880","7.18%","$9,770,880","$9,770,880","$9,770,880","$9,770,880","2027"
"8","Sharpe                     Shaedon Sharpe","SG","20","$6,313,800","4.64%","$6,313,800","$6,313,800","$6,313,800","$6,313,800","2030"
"9","Murray                     Kris Murray","PF","23","$2,847,480","2.09%","$2,847,480","$2,847,480","$2,847,480","$2,847,480","2027"
"10","Brown                     Moses Brown","C","24","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,165,000","$2,165,000","2024"
"11","Banton                     Dalano Banton","PG","24","$2,019,706","1.48%","$2,019,706","$2,019,706","$766,095","$2,019,706","2025"
"12","Reath                     Duop Reath","C","27","$1,951,220","1.43%","$1,951,220","$1,951,220","$1,951,220","$1,951,220","2026"
"13","Walker                     Jabari Walker","SF","21","$1,719,864","1.26%","$1,719,864","$1,719,864","$1,719,864","$1,719,864","2026"
"14","Rupert                     Rayan Rupert","SG","19","$1,119,563","0.82%","$1,119,563","$1,119,563","$1,119,563","$1,119,563","2026"
"15","Camara                     Toumani Camara","PF","23","$1,119,563","0.82%","$1,119,563","$1,119,563","$1,119,563","$1,119,563","2030"
"16","Hagans                     Ashton Hagans","PG","24","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Badji                     Ibou Badji","C","21","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Minaya                     Justin Minaya","F","24","Two-Way","'-","'-","'-","'-","'-","2024"

