"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Kispert                   Corey Kispert","SF","30","RK-EXT","$24,747,500","12.88%","'-","","","Bird",""
"Alexander-Walker                   Nickeil Alexander-Walker","SG","31","S&T","$23,879,835","12.43%","'-","","","Bird",""
"Newell                   Asa Newell","PF","24","RK-1ST","$18,128,442","9.43%","$9,396,576","","","Restricted Bird",""
"Matthews                   Wesley Matthews","SG","43","FA","$2,853,371","1.48%","'-","","","Non-Bird",""
"Forrest                   Trent Forrest","PG","31","ROS","$2,853,371","1.48%","'-","","","Early Bird",""
"Windler                   Dylan Windler","SF","33","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $15,816,800"," "," "," "," "," "," "

