"Player (3)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Anunoby                   OG Anunoby","SF","32","FA","$72,543,104","37.75%","'-","","","Bird",""
"Brunson                   Jalen Brunson","PG","33","VET-EXT","$64,995,842","33.82%","'-","","","Bird",""
"Tucker                   P.J. Tucker","PF","44","ROS","$2,853,371","1.48%","'-","","","Non-Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $17,398,480"," "," "," "," "," "," "

