" ","Player (9)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Monroe                     Greg Monroe","C","27","$16,384,176","16.53%","$16,384,176","$16,384,176","$15,863,364","'-"
"2","Canaan                     Isaiah Canaan","PG","26","$997,547","1.01%","$997,547","$997,547","$997,547","'-"
"3","Barbosa                     Leandro Barbosa","SG","35","$500,000","0.50%","$500,000","$500,000","$500,000","'-"
"4","Jones Jr.                     Derrick Jones Jr.","SF","20","$400,458","0.40%","$400,458","$400,458","$400,458","'-"
"5","James                     Mike James","PG","27","$87,552","0.09%","$87,552","$87,552","$87,552","'-"
"6","Gray                     Joshia Gray","G","24","$55,296","0.06%","$55,296","$55,296","$55,296","$55,296"
"7","Harrison                     Shaquille Harrison","PG","24","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"8","Harrison                     Shaquille Harrison","PG","24","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"9","Gray                     Joshia Gray","G","24","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"

