" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Jokic                     Nikola Jokic","C","29","$51,415,938","36.57%","$51,415,938","$51,415,938","$51,415,938","$51,415,938","2028"
"2","Murray                     Jamal Murray","PG","27","$36,016,200","25.62%","$36,016,200","$36,016,200","$36,016,200","$36,016,200","2029"
"3","Porter Jr.                     Michael Porter Jr.","SF","26","$35,859,950","25.51%","$35,859,950","$35,859,950","$35,859,950","$35,859,950","2027"
"4","Gordon                     Aaron Gordon","PF","29","$22,841,455","16.25%","$24,041,455","$22,841,455","$22,841,455","$22,841,455","2029"
"5","Nnaji                     Zeke Nnaji","PF","24","$8,888,889","6.32%","$8,888,889","$8,888,889","$8,888,889","$8,888,889","2028"
"6","Saric                     Dario Saric","PF","30","$5,168,000","3.68%","$5,168,000","$5,168,000","$5,168,000","$5,168,000","2026"
"7","Westbrook                     Russell Westbrook","PG","36","$3,303,771","2.35%","$3,303,771","$3,303,771","$3,303,771","$3,303,771","2026"
"8","Braun                     Christian Braun","SG","23","$3,089,640","2.20%","$3,089,640","$3,089,640","$3,089,640","$3,089,640","2031"
"9","Holmes II                     DaRon Holmes II","PF","22","$3,065,640","2.18%","$3,065,640","$3,065,640","$3,065,640","$3,065,640","2028"
"10","Strawther                     Julian Strawther","SF","22","$2,552,520","1.82%","$2,552,520","$2,552,520","$2,552,520","$2,552,520","2027"
"11","Watson                     Peyton Watson","SG","22","$2,413,560","1.72%","$2,413,560","$2,413,560","$2,413,560","$2,413,560","2026"
"12","Jordan                     DeAndre Jordan","C","36","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2025"
"13","Cancar                     Vlatko Cancar","PF","27","$2,087,519","1.48%","$2,087,519","$2,087,519","$2,425,403","$2,425,403","2025"
"14","Pickett                     Jalen Pickett","PG","25","$1,891,857","1.35%","$1,891,857","$1,891,857","$1,891,857","$1,891,857","2027"
"15","Tyson                     Hunter Tyson","SF","24","$1,891,857","1.35%","$1,891,857","$1,891,857","$1,891,857","$1,891,857","2027"
"16","Alexander                     Trey Alexander","SG","21","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Hall                     P.J. Hall","PF","22","Two-Way","'-","'-","'-","'-","'-","2027"
"18","Jones                     Spencer Jones","SF","23","Two-Way","'-","'-","'-","'-","'-","2026"

